latency_ms,jitter_ms,packet_loss_percent,throughput_kbps
42.483570765056164,3.3248217250256182,0.12730127900701318,744.2959320883456
39.308678494144075,3.855481329284482,0.2937593022121832,768.4534583131104
210.37733186872742,46.873434380801655,13.97456153521533,260.53806185694145
193.53493006152416,56.65683909444972,11.988973201411948,287.24388603820944
38.82923312638332,2.106385333046214,0.02662832734383469,789.2924844644406
38.8293152152541,4.213293707372938,0.4185134547694661,841.8577243165693
47.896064077536955,4.001205475362224,-0.24087832632055511,783.9420480647149
43.837173645764544,3.1829113689318094,0.1740230895272379,720.7187146615204
37.65262807032524,4.659245668432405,0.20234523150969105,857.003392324758
42.712800217929825,4.937570137626558,0.4266653652142477,758.145493319248
37.68291153593769,2.392440135631026,0.30452617053537384,797.0639786447686
37.671351232148716,3.237275221433786,0.018887389228742668,822.3268253470355
41.20981135783017,3.2308576502127018,0.10300137483659694,809.9805209201392
118.09197030126172,50.54099702711882,12.991247024943197,185.45295563257412
31.375410837434835,4.829474841931749,0.28418653162708873,823.9501571696379
37.188562353795135,3.8061738612271965,0.1841751780728507,756.9345210151446
34.93584439832788,3.7354851586893894,0.20383324209760412,908.928108699583
41.57123666297637,1.9961376355932465,0.4392335994318578,809.7166731669116
182.53007507003093,35.56813372698532,19.230562606752528,128.8808934558645
202.575088262429,14.404182468495044,10.757480334108234,214.7401211980789
47.32824384460777,4.059932630266328,0.7339873176161086,812.4725472965036
38.87111849756732,4.277376937958191,0.015263472623215368,819.9614096469663
40.337641023439616,5.360658595838651,-0.07036854631493178,924.6091999300344
32.87625906893272,2.691179600880888,0.45671793295972135,786.2439285872476
37.27808637737409,0.9804878441791747,0.16427138774117933,784.1119552991302
40.554612948549334,4.183849544753695,0.23635249445147594,805.8289256006232
34.24503211288849,5.800511181510854,0.14376872437377713,853.575796779052
41.87849009172836,5.238946352939437,0.24803997184649748,724.6732984904801
36.99680655040598,4.209659415274626,0.6197076224192684,701.7222054261747
38.54153125103362,3.5083638143679527,0.46042569172362385,770.6442364689926
